Time,Open,High,Low,Close,Volume
2021-12-25 00:00:00,4056.4,4056.4,4040.8,4050.8,1882334.928
2021-12-25 00:05:00,4050.8,4058.1,4048.3,4050.5,1202764.1473
2021-12-25 00:10:00,4050.5,4050.9,4024.8,4030.2,3638756.6791
2021-12-25 00:15:00,4030.2,4038.5,4018.8,4038.5,2574922.1698
2021-12-25 00:20:00,4038.5,4046.2,4037.6,4045.3,802832.9069
2021-12-25 00:25:00,4045.3,4045.3,4035.4,4044.0,1122200.7363
2021-12-25 00:30:00,4044.0,4053.0,4039.3,4051.6,1100963.1273
2021-12-25 00:35:00,4051.6,4059.4,4049.1,4054.0,2373748.8979
2021-12-25 00:40:00,4054.0,4055.5,4037.0,4049.9,1090599.1727
2021-12-25 00:45:00,4049.9,4051.3,4032.9,4041.1,1043503.3247
2021-12-25 00:50:00,4041.1,4045.0,4035.7,4043.5,754750.3015
2021-12-25 00:55:00,4043.5,4054.3,4039.9,4048.2,1683707.433
2021-12-25 01:00:00,4048.5,4051.4,4020.7,4040.7,2776560.7164
2021-12-25 01:05:00,4040.7,4045.9,4034.8,4044.8,942716.9225
2021-12-25 01:10:00,4044.8,4049.1,4039.1,4044.3,1839632.5458
2021-12-25 01:15:00,4044.2,4049.0,4042.6,4047.2,1231045.0628
2021-12-25 01:20:00,4047.2,4053.2,4044.9,4053.0,1932579.2444
2021-12-25 01:25:00,4053.0,4056.2,4051.5,4054.6,1756397.5809
2021-12-25 01:30:00,4054.6,4063.4,4052.1,4062.4,2234541.0336
2021-12-25 01:35:00,4062.4,4072.1,4062.0,4065.0,2253794.0296
2021-12-25 01:40:00,4065.0,4067.2,4054.2,4057.3,988004.3758
2021-12-25 01:45:00,4057.3,4063.0,4055.2,4055.9,902488.5775
2021-12-25 01:50:00,4055.9,4065.9,4055.9,4063.5,550309.7588
2021-12-25 01:55:00,4063.5,4071.9,4060.1,4069.2,1210931.7048
2021-12-25 02:00:00,4069.2,4072.3,4066.3,4069.0,764321.1312
2021-12-25 02:05:00,4069.0,4070.5,4065.8,4068.3,624280.2376
2021-12-25 02:10:00,4068.3,4080.4,4068.0,4075.6,1140695.6589
2021-12-25 02:15:00,4075.6,4076.9,4065.6,4065.6,526810.1032
2021-12-25 02:20:00,4065.6,4066.5,4061.5,4064.9,726578.9198
2021-12-25 02:25:00,4064.9,4065.6,4058.7,4058.7,363531.202
2021-12-25 02:30:00,4058.7,4062.0,4055.5,4055.7,527044.3226
2021-12-25 02:35:00,4055.7,4058.1,4051.5,4053.2,654670.464
2021-12-25 02:40:00,4053.2,4054.3,4043.7,4044.5,1456765.6839
2021-12-25 02:45:00,4044.5,4050.5,4043.4,4050.3,849018.0056
2021-12-25 02:50:00,4050.3,4052.8,4045.5,4048.1,1813076.3994
2021-12-25 02:55:00,4048.1,4056.9,4045.6,4056.1,697542.659
2021-12-25 03:00:00,4056.1,4059.1,4053.6,4058.5,418958.9817
2021-12-25 03:05:00,4058.5,4058.5,4051.4,4051.4,507683.092
2021-12-25 03:10:00,4051.4,4056.4,4051.4,4053.0,356317.3992
2021-12-25 03:15:00,4053.0,4057.2,4052.7,4056.1,251731.7266
2021-12-25 03:20:00,4056.1,4056.1,4052.4,4052.4,281462.9735
2021-12-25 03:25:00,4052.4,4058.6,4052.4,4057.7,329313.0207
2021-12-25 03:30:00,4057.7,4062.3,4057.6,4060.1,692826.7935
2021-12-25 03:35:00,4060.1,4060.8,4054.8,4055.9,401296.2605
2021-12-25 03:40:00,4055.9,4057.2,4053.5,4053.9,244809.8358
2021-12-25 03:45:00,4053.7,4053.9,4044.6,4045.6,581585.1489
2021-12-25 03:50:00,4045.7,4048.3,4042.4,4044.6,621440.6586
2021-12-25 03:55:00,4044.6,4046.4,4031.4,4032.0,1219558.713
2021-12-25 04:00:00,4031.9,4040.0,4028.2,4029.3,1999786.77
2021-12-25 04:05:00,4029.3,4036.0,4029.3,4036.0,1028168.0718
2021-12-25 04:10:00,4036.0,4040.2,4034.7,4038.1,586375.9191
2021-12-25 04:15:00,4038.1,4038.9,4032.2,4038.2,1474036.535
2021-12-25 04:20:00,4038.3,4042.7,4038.2,4040.3,584371.4846
2021-12-25 04:25:00,4040.3,4043.8,4040.3,4043.7,298267.8379
2021-12-25 04:30:00,4043.7,4043.7,4041.5,4042.7,371961.6469
2021-12-25 04:35:00,4042.7,4044.9,4041.0,4044.9,353116.6878
2021-12-25 04:40:00,4044.9,4045.8,4043.6,4044.7,292192.4005
2021-12-25 04:45:00,4044.7,4046.5,4040.9,4042.1,891628.2702
2021-12-25 04:50:00,4042.1,4043.9,4035.6,4035.6,513790.6462
2021-12-25 04:55:00,4035.6,4041.6,4035.1,4041.3,331510.4799
2021-12-25 05:00:00,4041.3,4042.2,4036.9,4042.1,635054.8636
2021-12-25 05:05:00,4042.1,4049.0,4041.8,4048.5,559034.2119
2021-12-25 05:10:00,4048.5,4051.2,4047.9,4051.2,1967915.1083
2021-12-25 05:15:00,4051.2,4052.3,4049.2,4051.8,1039284.7748
2021-12-25 05:20:00,4051.8,4055.1,4049.9,4051.4,747382.0453
2021-12-25 05:25:00,4051.4,4052.7,4046.7,4049.0,584962.9482
2021-12-25 05:30:00,4049.0,4049.5,4046.1,4046.8,232065.4934
2021-12-25 05:35:00,4046.8,4049.2,4044.5,4045.7,302604.4652
2021-12-25 05:40:00,4045.7,4048.6,4042.3,4043.0,500228.5019
2021-12-25 05:45:00,4043.0,4049.6,4042.6,4049.1,780021.7995
2021-12-25 05:50:00,4049.1,4050.6,4040.0,4040.3,785210.5958
2021-12-25 05:55:00,4040.3,4044.0,4038.2,4043.8,723089.6811
2021-12-25 06:00:00,4043.8,4049.6,4043.5,4047.2,467759.2488
2021-12-25 06:05:00,4047.2,4047.5,4044.1,4047.2,721575.784
2021-12-25 06:10:00,4047.2,4055.0,4045.5,4053.7,483186.7634
2021-12-25 06:15:00,4053.7,4056.1,4053.4,4054.9,1657759.8756
2021-12-25 06:20:00,4054.9,4055.9,4052.5,4052.9,238998.4493
