Time,Open,High,Low,Close,Volume
2021-12-25 00:00:00,543.03,543.291,541.401,542.039,270197.66673
2021-12-25 00:05:00,542.039,542.718,542.001,542.462,174088.5521
2021-12-25 00:10:00,542.462,542.462,537.266,539.789,806500.30023
2021-12-25 00:15:00,539.764,541.428,538.859,541.428,230081.83941
2021-12-25 00:20:00,541.428,542.4,541.055,542.201,118458.15933
2021-12-25 00:25:00,542.201,542.377,541.333,542.159,55706.40398
2021-12-25 00:30:00,542.159,542.977,541.239,542.476,99452.68626
2021-12-25 00:35:00,542.476,543.199,542.455,542.963,55263.78274
2021-12-25 00:40:00,542.963,543.044,541.21,542.341,81261.66774
2021-12-25 00:45:00,542.341,542.399,540.286,541.001,146517.09975
2021-12-25 00:50:00,541.001,541.799,540.495,541.601,101225.62943
2021-12-25 00:55:00,541.601,542.277,541.228,542.277,121441.01944
2021-12-25 01:00:00,542.288,542.4,539.575,540.999,200217.7966
2021-12-25 01:05:00,540.999,542.662,540.607,542.51,77772.74265
2021-12-25 01:10:00,542.51,543.491,541.822,543.001,92108.00908
2021-12-25 01:15:00,543.001,543.57,542.527,543.505,59381.37483
2021-12-25 01:20:00,543.505,544.141,543.103,544.14,80456.35184
2021-12-25 01:25:00,544.14,544.493,543.664,544.308,113010.85868
2021-12-25 01:30:00,544.317,545.956,543.929,545.79,123287.5092
2021-12-25 01:35:00,545.79,546.423,545.52,545.877,245745.13506
2021-12-25 01:40:00,545.876,546.359,545.001,545.104,154084.90098
2021-12-25 01:45:00,545.104,545.956,545.104,545.372,170697.88016
2021-12-25 01:50:00,545.372,546.359,545.372,546.148,55560.63533
2021-12-25 01:55:00,546.148,546.481,545.869,546.372,90864.06828
2021-12-25 02:00:00,546.372,546.895,546.071,546.345,159977.49394
2021-12-25 02:05:00,546.345,546.538,544.856,544.998,128479.61843
2021-12-25 02:10:00,544.998,545.777,544.998,545.468,79666.24371
2021-12-25 02:15:00,545.468,545.672,544.482,544.518,76234.18285
2021-12-25 02:20:00,544.518,544.859,544.118,544.686,188559.52363
2021-12-25 02:25:00,544.686,544.97,544.308,544.601,35747.87548
2021-12-25 02:30:00,544.601,544.911,543.965,544.123,126211.84173
2021-12-25 02:35:00,544.123,544.199,543.411,543.505,22617.27453
2021-12-25 02:40:00,543.505,543.718,542.999,542.999,31632.66674
2021-12-25 02:45:00,542.999,543.999,542.858,543.954,46977.64328
2021-12-25 02:50:00,543.954,544.599,543.809,544.2,37863.38714
2021-12-25 02:55:00,544.2,544.827,543.866,544.741,56618.24379
2021-12-25 03:00:00,544.741,545.455,544.691,545.346,90583.89323
2021-12-25 03:05:00,545.346,545.368,544.1,544.265,73545.81535
2021-12-25 03:10:00,544.265,544.892,544.265,544.406,51905.95733
2021-12-25 03:15:00,544.406,545.191,544.406,545.107,25392.9038
2021-12-25 03:20:00,545.107,545.163,544.629,544.926,32056.14569
2021-12-25 03:25:00,544.926,545.572,544.923,545.458,15194.18863
2021-12-25 03:30:00,545.458,546.114,545.458,545.867,43138.95133
2021-12-25 03:35:00,545.867,545.952,545.17,545.198,81519.19053
2021-12-25 03:40:00,545.198,545.332,544.551,544.631,25294.3979
2021-12-25 03:45:00,544.631,544.631,543.298,543.298,27451.12874
2021-12-25 03:50:00,543.298,543.801,543.249,543.497,115586.70339
2021-12-25 03:55:00,543.51,543.828,542.363,542.363,55402.13374
2021-12-25 04:00:00,542.337,542.92,542.037,542.169,91589.99372
2021-12-25 04:05:00,542.169,542.764,542.169,542.764,32528.0204
2021-12-25 04:10:00,542.764,543.399,542.764,543.217,42515.91671
2021-12-25 04:15:00,543.217,543.367,542.877,543.2,30209.79603
2021-12-25 04:20:00,543.2,543.71,543.2,543.579,22377.01836
