Time,Open,High,Low,Close,Volume
2021-12-25 00:00:00,161.695,161.73,160.85,161.2,153034.52615
2021-12-25 00:05:00,161.2,161.75,161.2,161.5,38021.0386
2021-12-25 00:10:00,161.5,161.5,160.33,160.605,69134.3985
2021-12-25 00:15:00,160.605,160.975,160.3,160.94,68993.52265
2021-12-25 00:20:00,160.94,161.405,160.93,161.405,54469.83965
2021-12-25 00:25:00,161.405,161.49,161.085,161.37,54046.8078
2021-12-25 00:30:00,161.37,161.575,161.14,161.485,50402.14035
2021-12-25 00:35:00,161.485,161.93,161.475,161.795,34618.2558
2021-12-25 00:40:00,161.795,161.905,161.295,161.6,23780.3107
2021-12-25 00:45:00,161.6,161.625,160.64,160.965,78094.0321
2021-12-25 00:50:00,160.965,161.165,160.79,161.075,105150.6973
2021-12-25 00:55:00,161.075,161.33,160.975,161.31,60756.65595
2021-12-25 01:00:00,161.31,161.4,160.33,160.875,155835.2922
2021-12-25 01:05:00,160.875,161.535,160.73,161.455,56860.87345
2021-12-25 01:10:00,161.455,161.8,161.085,161.58,73820.19075
2021-12-25 01:15:00,161.58,161.84,161.44,161.735,40873.23545
2021-12-25 01:20:00,161.735,162.145,161.58,162.13,31213.1224
2021-12-25 01:25:00,162.13,162.345,162.03,162.21,73900.02595
2021-12-25 01:30:00,162.21,162.67,162.07,162.595,93763.6881
2021-12-25 01:35:00,162.595,162.91,162.535,162.745,76010.3942
2021-12-25 01:40:00,162.745,162.91,162.565,162.655,37926.00165
2021-12-25 01:45:00,162.655,162.96,162.655,162.805,122917.50065
2021-12-25 01:50:00,162.805,163.15,162.805,163.11,143325.77175
2021-12-25 01:55:00,163.11,163.225,162.945,163.135,98721.13385
2021-12-25 02:00:00,163.135,163.27,162.92,163.04,63159.46105
2021-12-25 02:05:00,163.04,163.04,162.71,162.835,30965.3363
2021-12-25 02:10:00,162.835,163.125,162.745,162.945,33754.28625
2021-12-25 02:15:00,162.945,163.11,162.67,162.675,30958.4083
2021-12-25 02:20:00,162.675,162.805,162.515,162.745,35175.94665
2021-12-25 02:25:00,162.745,162.81,162.53,162.64,36239.16245
2021-12-25 02:30:00,162.64,162.745,162.415,162.455,35936.1298
2021-12-25 02:35:00,162.455,162.53,162.195,162.22,40734.0803
2021-12-25 02:40:00,162.22,162.26,162.01,162.01,72823.3283
2021-12-25 02:45:00,162.01,162.395,161.97,162.385,35131.02315
2021-12-25 02:50:00,162.385,162.41,161.54,161.795,353527.92125
2021-12-25 02:55:00,161.795,162.02,161.51,161.865,171381.86175
2021-12-25 03:00:00,161.86,162.235,161.79,162.17,120791.5537
2021-12-25 03:05:00,162.17,162.17,161.695,161.8,62320.94395
2021-12-25 03:10:00,161.8,162.055,161.78,161.78,10265.01135
2021-12-25 03:15:00,161.78,162.005,161.78,161.93,15888.464
2021-12-25 03:20:00,161.93,162.09,161.825,162.035,13188.69655
2021-12-25 03:25:00,162.035,162.45,162.035,162.355,23943.9689
2021-12-25 03:30:00,162.355,162.775,162.325,162.535,31849.04415
2021-12-25 03:35:00,162.535,162.665,162.315,162.395,54469.76965
2021-12-25 03:40:00,162.395,162.52,162.315,162.345,10518.6405
2021-12-25 03:45:00,162.345,162.345,161.8,161.8,44529.1125
2021-12-25 03:50:00,161.8,162.125,161.705,161.89,51115.99455
2021-12-25 03:55:00,161.89,161.96,161.48,161.485,31427.4261
2021-12-25 04:00:00,161.485,161.74,161.22,161.315,83224.80445
2021-12-25 04:05:00,161.315,161.45,161.225,161.445,29734.83385
2021-12-25 04:10:00,161.445,161.595,161.355,161.415,20164.98055
2021-12-25 04:15:00,161.415,161.425,161.155,161.4,51335.0955
2021-12-25 04:20:00,161.41,161.67,161.41,161.595,16429.70465
2021-12-25 04:25:00,161.595,161.765,161.495,161.765,19345.93095
2021-12-25 04:30:00,161.765,161.765,161.52,161.645,9395.64205
2021-12-25 04:35:00,161.645,161.715,161.505,161.71,25203.4279
2021-12-25 04:40:00,161.71,161.73,161.585,161.645,42172.7756
2021-12-25 04:45:00,161.64,161.69,161.385,161.395,28675.92115
2021-12-25 04:50:00,161.395,161.51,161.08,161.085,58394.45305
2021-12-25 04:55:00,161.085,161.28,161.005,161.15,40105.3188
2021-12-25 05:00:00,161.15,161.39,160.935,161.37,56813.87065
2021-12-25 05:05:00,161.37,161.765,161.32,161.7,22037.84255
2021-12-25 05:10:00,161.7,161.885,161.51,161.825,14894.6972
2021-12-25 05:15:00,161.825,161.825,161.575,161.73,16563.3879
2021-12-25 05:20:00,161.73,161.88,161.605,161.74,50680.2078
2021-12-25 05:25:00,161.74,161.81,161.37,161.795,122104.93075
2021-12-25 05:30:00,161.795,161.825,161.6,161.805,13696.0552
2021-12-25 05:35:00,161.805,162.005,161.7,161.8,27722.14605
2021-12-25 05:40:00,161.8,161.915,161.515,161.53,64181.6231
2021-12-25 05:45:00,161.535,161.695,161.505,161.665,15720.3257
2021-12-25 05:50:00,161.67,161.76,161.36,161.435,22060.8616
2021-12-25 05:55:00,161.44,161.595,161.36,161.53,28220.00555
2021-12-25 06:00:00,161.53,161.77,161.53,161.665,34150.49735
2021-12-25 06:05:00,161.665,161.765,161.51,161.755,47645.03595
2021-12-25 06:10:00,161.755,161.995,161.52,161.54,127399.24965
2021-12-25 06:15:00,161.54,161.755,161.505,161.645,16969.72305
2021-12-25 06:20:00,161.645,162.03,161.565,161.97,124586.7623
2021-12-25 06:25:00,161.97,162.27,161.95,162.17,26518.55925
2021-12-25 06:30:00,162.17,162.325,161.955,161.97,17546.5778
2021-12-25 06:35:00,161.97,162.045,161.79,161.935,64960.1878
2021-12-25 06:40:00,161.925,161.98,161.795,161.95,20805.84005
2021-12-25 06:45:00,161.95,162.095,161.885,161.99,21937.9952
2021-12-25 06:50:00,161.99,162.225,161.97,162.135,11515.6383
2021-12-25 06:55:00,162.135,162.135,161.885,161.965,19414.18105
2021-12-25 07:00:00,161.965,162.11,161.83,161.935,16394.3861
2021-12-25 07:05:00,161.935,162.025,161.695,161.745,65240.88835
2021-12-25 07:10:00,161.745,161.765,161.12,161.12,30197.32245
2021-12-25 07:15:00,161.12,161.54,161.105,161.295,38337.7963
2021-12-25 07:20:00,161.295,161.685,161.26,161.565,40999.3272
2021-12-25 07:25:00,161.565,161.83,161.495,161.755,5856.62385
2021-12-25 07:30:00,161.755,162.12,161.755,162.095,10764.2085
2021-12-25 07:35:00,162.095,162.325,162.0,162.3,69526.14755
2021-12-25 07:40:00,162.3,162.6,162.3,162.57,35281.5464
2021-12-25 07:45:00,162.575,162.6,162.305,162.48,114635.6456
2021-12-25 07:50:00,162.48,162.585,162.45,162.495,45908.189
2021-12-25 07:55:00,162.495,162.655,162.48,162.655,34898.90825
2021-12-25 08:00:00,162.655,162.655,162.48,162.535,21185.7645
2021-12-25 08:05:00,162.535,162.59,162.22,162.47,29439.62725
2021-12-25 08:10:00,162.47,162.875,162.45,162.875,7413.3187
2021-12-25 08:15:00,162.87,162.895,162.675,162.795,37202.5404
2021-12-25 08:20:00,162.795,162.965,162.73,162.87,19455.8817
2021-12-25 08:25:00,162.87,163.04,162.865,162.98,72419.4664
2021-12-25 08:30:00,162.98,163.125,162.495,162.645,40315.04425
2021-12-25 08:35:00,162.645,162.67,162.395,162.54,27560.8233
2021-12-25 08:40:00,162.54,162.54,162.285,162.38,24931.51165
2021-12-25 08:45:00,162.38,162.61,162.38,162.595,37726.6443
2021-12-25 08:50:00,162.595,162.705,162.42,162.555,15441.1608
2021-12-25 08:55:00,162.555,162.665,162.47,162.59,11923.62205
2021-12-25 09:00:00,162.59,162.69,162.375,162.5,22802.52205
2021-12-25 09:05:00,162.5,162.65,162.385,162.605,22298.10075
2021-12-25 09:10:00,162.605,162.62,162.435,162.435,40560.06115
2021-12-25 09:15:00,162.435,162.48,162.275,162.36,39451.8658
2021-12-25 09:20:00,162.36,162.58,162.32,162.325,17146.0485
2021-12-25 09:25:00,162.325,162.38,162.25,162.365,15346.30965
2021-12-25 09:30:00,162.365,162.505,162.255,162.505,16982.8144
2021-12-25 09:35:00,162.505,162.565,162.3,162.33,14329.24355
2021-12-25 09:40:00,162.33,162.485,162.32,162.45,8734.99075
2021-12-25 09:45:00,162.45,162.555,162.29,162.54,18113.42485
2021-12-25 09:50:00,162.54,162.845,162.535,162.845,24691.50155
2021-12-25 09:55:00,162.845,162.885,162.735,162.825,7322.91935
2021-12-25 10:00:00,162.82,162.885,162.695,162.835,42952.6526
2021-12-25 10:05:00,162.835,162.895,162.675,162.77,33344.6798
2021-12-25 10:10:00,162.775,162.86,162.74,162.795,40760.6472
2021-12-25 10:15:00,162.795,163.14,162.78,163.08,62633.08515
2021-12-25 10:20:00,163.08,163.125,162.85,162.95,38518.6279
2021-12-25 10:25:00,162.95,163.095,162.785,162.81,19215.9053
2021-12-25 10:30:00,162.81,162.99,162.8,162.84,30674.5018
2021-12-25 10:35:00,162.84,162.91,162.765,162.865,16749.4569
2021-12-25 10:40:00,162.865,162.865,162.64,162.78,111303.2137
2021-12-25 10:45:00,162.78,162.895,162.735,162.75,20408.85255
2021-12-25 10:50:00,162.75,162.79,162.495,162.515,46863.0822
2021-12-25 10:55:00,162.515,162.59,162.3,162.37,37243.34495
2021-12-25 11:00:00,162.37,162.425,161.705,161.95,56071.5191
2021-12-25 11:05:00,161.95,162.16,161.88,162.04,145916.2567
2021-12-25 11:10:00,162.035,162.175,162.015,162.15,11952.6316
2021-12-25 11:15:00,162.15,162.155,161.95,161.995,12898.6595
2021-12-25 11:20:00,161.995,162.02,161.73,161.93,33169.456
2021-12-25 11:25:00,161.93,162.06,161.715,161.79,52494.72205
2021-12-25 11:30:00,161.79,161.875,161.345,161.4,58932.60645
2021-12-25 11:35:00,161.4,161.67,161.25,161.42,150258.57435
2021-12-25 11:40:00,161.42,161.64,161.34,161.345,23478.66335
2021-12-25 11:45:00,161.345,161.735,161.345,161.62,51809.44655
2021-12-25 11:50:00,161.62,161.67,160.845,161.06,68022.14015
2021-12-25 11:55:00,161.06,161.185,160.81,161.185,76730.67145
2021-12-25 12:00:00,161.185,161.405,160.935,161.405,67014.4997
2021-12-25 12:05:00,161.405,161.71,161.21,161.695,11488.885
2021-12-25 12:10:00,161.695,161.82,161.535,161.74,68547.94355
2021-12-25 12:15:00,161.74,161.8,161.54,161.695,37991.98805
2021-12-25 12:20:00,161.695,161.745,161.4,161.5,35075.2206
2021-12-25 12:25:00,161.5,161.67,161.485,161.645,33739.0192
2021-12-25 12:30:00,161.64,161.64,161.34,161.395,21136.4467
2021-12-25 12:35:00,161.395,161.52,161.265,161.355,16024.1496
2021-12-25 12:40:00,161.355,161.555,161.285,161.555,23743.7902
2021-12-25 12:45:00,161.555,161.58,161.255,161.3,21011.0699
2021-12-25 12:50:00,161.3,161.395,161.25,161.305,5866.24895
2021-12-25 12:55:00,161.305,161.695,161.305,161.655,9232.3819
2021-12-25 13:00:00,161.655,161.875,161.65,161.765,78091.80855
2021-12-25 13:05:00,161.765,162.095,161.695,161.965,77880.32455
2021-12-25 13:10:00,161.965,162.065,161.88,161.98,77794.69935
2021-12-25 13:15:00,161.98,162.445,161.93,162.405,135462.4432
2021-12-25 13:20:00,162.405,162.64,162.385,162.555,82660.24575
2021-12-25 13:25:00,162.555,162.735,162.45,162.675,52359.7179
2021-12-25 13:30:00,162.675,162.86,162.495,162.75,105997.18285
2021-12-25 13:35:00,162.75,163.165,162.695,163.115,126217.4774
2021-12-25 13:40:00,163.115,163.625,163.095,163.255,128065.47115
2021-12-25 13:45:00,163.255,163.255,162.775,162.845,92643.17705
2021-12-25 13:50:00,162.845,163.1,162.745,162.935,64602.97675
2021-12-25 13:55:00,162.935,163.065,162.935,162.975,56646.26365
2021-12-25 14:00:00,162.975,162.995,162.66,162.69,53098.8028
2021-12-25 14:05:00,162.69,162.895,162.69,162.725,61816.7963
2021-12-25 14:10:00,162.725,162.885,162.725,162.79,34986.51965
2021-12-25 14:15:00,162.79,163.06,162.7,162.78,122835.64075
2021-12-25 14:20:00,162.78,162.865,162.68,162.845,41150.82725
